,course,professor,semester,section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
782,CMSC216,Larry Herman,201708,0302,2,4,3,0,7,0,1,7,3,0,1,0,1,4,0
783,CMSC216,Larry Herman,201708,0303,1,3,2,0,6,3,0,6,3,0,4,0,3,1,0
784,CMSC216,Larry Herman,201708,0304,0,6,3,1,4,2,1,10,3,0,2,0,2,0,0
785,CMSC216,Larry Herman,201708,0305,1,5,1,1,6,1,3,5,4,0,3,0,2,2,0
786,CMSC216,Larry Herman,201708,0306,2,1,2,0,5,3,0,6,1,0,9,0,2,0,1
787,CMSC216,Larry Herman,201708,0307,1,1,2,0,9,2,2,5,2,0,2,0,4,2,1
788,CMSC216,Larry Herman,201708,0308,2,4,0,0,12,2,1,4,1,0,3,0,2,2,0
789,CMSC216,Larry Herman,201608,0101,0,9,0,1,8,0,1,6,2,0,6,0,1,2,0
790,CMSC216,Larry Herman,201608,0102,4,7,0,3,9,0,0,4,1,0,3,0,3,5,0
791,CMSC216,Larry Herman,201608,0103,1,5,0,0,7,1,1,6,2,0,2,1,3,3,0
792,CMSC216,Larry Herman,201608,0104,2,6,1,1,5,3,2,7,4,0,4,0,2,1,0
793,CMSC216,Larry Herman,201608,0301,1,5,0,4,7,0,1,6,3,0,7,1,1,4,0
794,CMSC216,Larry Herman,201608,0302,2,5,1,0,7,1,2,4,3,0,3,0,2,2,0
795,CMSC216,Larry Herman,201608,0303,0,8,1,3,7,3,1,6,1,0,3,2,2,4,0
796,CMSC216,Larry Herman,201608,0304,0,12,1,1,7,0,1,7,4,0,1,1,3,4,0
797,CMSC216,Larry Herman,201608,0305,0,8,1,3,7,0,0,7,1,0,3,0,1,2,0
798,CMSC216,Larry Herman,201608,0306,3,3,2,1,3,0,0,8,0,0,6,1,2,3,0
799,CMSC216,Larry Herman,201608,0307,2,10,1,0,7,1,1,7,4,0,2,2,0,3,0
800,CMSC216,Larry Herman,201508,0101,0,7,0,1,8,0,1,6,2,0,2,0,2,2,0
801,CMSC216,Larry Herman,201508,0102,0,8,2,2,7,0,3,2,3,0,3,0,1,1,0
802,CMSC216,Larry Herman,201508,0103,1,9,0,0,12,0,0,3,3,0,3,0,0,2,0
803,CMSC216,Larry Herman,201508,0104,0,3,0,0,12,1,0,8,2,0,3,0,3,1,0
804,CMSC216,Larry Herman,201508,0201,3,7,2,1,4,1,2,7,2,0,2,0,1,4,0
805,CMSC216,Larry Herman,201508,0202,0,10,1,1,8,1,3,5,1,0,2,0,1,0,0
806,CMSC216,Larry Herman,201508,0203,1,7,1,0,4,1,2,5,3,0,5,0,2,1,0
807,CMSC216,Larry Herman,201508,0204,0,8,0,1,10,1,0,6,0,0,2,0,0,4,0
808,CMSC216,Larry Herman,201508,0301,1,9,2,0,5,0,1,5,0,0,4,0,0,4,0
809,CMSC216,Larry Herman,201508,0302,0,7,1,1,9,3,0,1,4,0,1,0,0,3,0
810,CMSC216,Larry Herman,201508,0303,0,7,0,2,8,1,1,4,1,0,3,0,1,1,0
811,CMSC216,Larry Herman,201301,0101,1,5,3,1,7,1,0,6,5,0,0,0,2,1,0
812,CMSC216,Larry Herman,201301,0102,1,3,1,1,11,2,1,5,0,0,5,0,0,3,0
813,CMSC216,Larry Herman,201301,0103,1,4,1,0,8,1,0,4,2,0,6,0,2,2,0
814,CMSC216,Larry Herman,201301,0201,0,4,3,1,6,1,2,6,1,0,2,0,3,1,0
815,CMSC216,Larry Herman,201301,0202,1,9,0,0,3,1,2,6,2,0,3,0,1,2,0
816,CMSC216,Larry Herman,201301,0203,0,7,4,1,5,2,1,6,1,0,2,0,0,1,0
817,CMSC216,Larry Herman,201301,0301,3,2,2,2,4,1,0,6,1,0,6,0,1,3,0
818,CMSC216,Larry Herman,201301,0302,0,4,1,1,9,0,1,3,3,0,6,0,2,1,0
819,CMSC216,Larry Herman,201201,0201,0,5,2,0,4,1,0,7,1,0,4,0,2,1,0
820,CMSC216,Larry Herman,201201,0202,1,8,1,0,6,1,0,3,3,0,4,0,0,3,0
821,CMSC216,Larry Herman,201201,0301,0,7,1,0,7,4,0,3,2,0,4,0,1,2,0
822,CMSC216,Larry Herman,201201,0302,0,4,1,0,4,3,0,5,4,0,2,0,3,2,1
823,CMSC216,Larry Herman,201201,0303,2,3,0,0,8,2,0,1,4,0,4,0,4,1,0
824,CMSC216,Neil Spring,201308,0301,2,0,2,3,2,1,4,1,2,0,1,0,2,4,2
825,CMSC216,Neil Spring,201308,0302,1,0,0,1,0,7,4,3,1,0,1,1,3,4,0
826,CMSC216,Neil Spring,201308,0303,1,0,0,2,1,0,1,0,2,0,2,0,2,1,0
827,CMSC216,Neil Spring,201308,0304,3,0,0,4,2,2,1,1,2,1,1,1,1,5,0
828,CMSC216,Neil Spring,201208,0101,1,2,1,4,2,1,3,1,1,0,0,0,5,4,1
829,CMSC216,Neil Spring,201208,0102,1,1,3,3,2,1,0,3,4,2,0,1,1,4,0
830,CMSC216,Neil Spring,201208,0103,3,2,1,0,2,2,1,0,1,1,0,2,1,7,0
831,CMSC216,Nelson Padua-Perez,201901,0308,1,1,3,5,5,5,5,2,0,0,2,0,0,1,5
832,CMSC216,Nelson Padua-Perez,201901,0201,1,6,4,4,5,6,3,3,2,0,0,0,2,1,2
833,CMSC216,Nelson Padua-Perez,201901,0202,4,6,3,5,8,5,5,3,0,0,0,0,0,0,1
834,CMSC216,Nelson Padua-Perez,201901,0203,2,8,8,4,2,4,4,1,0,0,1,0,0,0,4
835,CMSC216,Nelson Padua-Perez,201901,0204,5,4,4,4,8,3,3,2,1,0,1,0,1,1,1
836,CMSC216,Nelson Padua-Perez,201901,0301,2,6,7,3,3,4,3,2,1,0,1,0,1,0,3
837,CMSC216,Nelson Padua-Perez,201901,0302,4,6,3,8,0,4,4,1,1,0,0,0,0,3,2
838,CMSC216,Nelson Padua-Perez,201901,0303,3,10,4,5,5,0,3,0,2,0,0,0,1,0,3
839,CMSC216,Nelson Padua-Perez,201901,0304,3,5,4,9,4,4,2,1,0,0,0,0,1,1,2
840,CMSC216,Nelson Padua-Perez,201901,0305,5,4,5,7,3,2,2,1,1,0,0,0,1,0,4
841,CMSC216,Nelson Padua-Perez,201901,0306,3,4,6,4,3,3,2,2,1,0,0,0,1,0,7
842,CMSC216,Nelson Padua-Perez,201901,0307,2,6,3,5,3,3,3,1,0,0,2,0,4,1,2
843,CMSC216,Nelson Padua-Perez,201801,0308,0,3,3,4,3,5,5,1,8,0,0,0,0,1,1
844,CMSC216,Nelson Padua-Perez,201801,0301,4,2,5,8,3,2,3,4,2,0,0,0,2,0,1
845,CMSC216,Nelson Padua-Perez,201801,0302,1,10,5,4,1,5,3,2,1,0,0,0,3,0,0
846,CMSC216,Nelson Padua-Perez,201801,0303,2,3,3,11,2,4,5,3,0,0,1,0,0,1,0
847,CMSC216,Nelson Padua-Perez,201801,0304,1,3,5,3,6,4,5,0,2,0,3,0,0,4,0
848,CMSC216,Nelson Padua-Perez,201801,0305,2,4,4,4,5,6,2,1,0,0,1,0,1,4,1
849,CMSC216,Nelson Padua-Perez,201801,0306,0,3,6,9,6,3,3,3,2,0,0,0,0,1,0
850,CMSC216,Nelson Padua-Perez,201801,0307,0,2,6,6,4,4,6,3,2,0,0,0,1,0,0
851,CMSC216,Nelson Padua-Perez,201701,0308,0,2,6,2,6,4,2,4,1,0,3,0,0,3,1
852,CMSC216,Nelson Padua-Perez,201701,0101,2,1,4,5,4,8,1,1,3,0,3,0,0,0,0
853,CMSC216,Nelson Padua-Perez,201701,0102,0,3,6,3,4,6,2,2,2,0,1,0,1,3,0
854,CMSC216,Nelson Padua-Perez,201701,0103,3,3,8,2,5,3,1,3,1,0,1,0,1,2,0
855,CMSC216,Nelson Padua-Perez,201701,0104,1,5,8,2,5,2,4,2,0,0,1,0,0,4,0
856,CMSC216,Nelson Padua-Perez,201701,0301,1,1,8,1,7,3,3,0,3,0,1,0,3,3,1
857,CMSC216,Nelson Padua-Perez,201701,0302,1,3,5,5,3,3,3,3,4,0,1,0,1,3,0
858,CMSC216,Nelson Padua-Perez,201701,0303,2,2,4,1,6,5,5,1,2,0,2,0,2,1,0
859,CMSC216,Nelson Padua-Perez,201701,0304,3,4,4,5,4,3,1,0,1,0,2,0,3,3,1
860,CMSC216,Nelson Padua-Perez,201701,0305,2,1,6,3,4,3,2,4,3,0,0,0,3,0,1
861,CMSC216,Nelson Padua-Perez,201701,0306,2,2,8,4,3,6,2,1,3,0,0,0,2,0,1
862,CMSC216,Nelson Padua-Perez,201701,0307,4,3,4,0,5,4,2,3,1,0,2,0,4,2,0
863,CMSC216,Nelson Padua-Perez,201601,0403,0,3,4,3,6,5,3,1,2,0,2,0,4,2,0
864,CMSC216,Nelson Padua-Perez,201601,0402,1,6,2,4,4,8,2,3,1,0,2,0,1,0,0
865,CMSC216,Nelson Padua-Perez,201601,0401,0,7,0,5,3,3,1,6,3,0,2,0,3,2,0
866,CMSC216,Nelson Padua-Perez,201601,0303,2,6,1,5,2,3,4,2,1,0,0,0,3,5,0
867,CMSC216,Nelson Padua-Perez,201601,0302,0,3,1,4,4,2,2,7,8,0,0,0,1,3,2
868,CMSC216,Nelson Padua-Perez,201601,0301,0,3,3,2,2,5,4,5,6,0,1,0,2,1,0
869,CMSC216,Nelson Padua-Perez,201601,0204,0,1,1,3,4,3,0,4,0,0,3,0,2,1,0
870,CMSC216,Nelson Padua-Perez,201601,0203,0,2,2,2,2,5,2,2,3,0,1,0,0,1,0
871,CMSC216,Nelson Padua-Perez,201601,0202,0,3,2,1,1,6,0,4,2,0,1,0,2,1,0
872,CMSC216,Nelson Padua-Perez,201601,0201,1,4,1,1,2,2,1,4,2,0,3,0,1,1,0
873,CMSC216,Nelson Padua-Perez,201501,0304,0,0,1,3,2,1,2,1,0,0,0,0,1,0,2
874,CMSC216,Nelson Padua-Perez,201501,0303,0,1,1,2,3,0,4,6,6,1,0,0,1,1,2
875,CMSC216,Nelson Padua-Perez,201501,0302,0,0,3,4,8,5,3,1,1,0,1,0,0,2,0
876,CMSC216,Nelson Padua-Perez,201501,0301,0,0,1,4,8,1,4,2,4,1,0,0,2,0,0
877,CMSC216,Nelson Padua-Perez,201501,0204,1,2,2,2,6,1,3,3,2,0,1,0,2,1,0
878,CMSC216,Nelson Padua-Perez,201501,0203,1,2,3,3,2,2,2,1,4,1,0,1,5,0,0
879,CMSC216,Nelson Padua-Perez,201501,0202,0,0,5,7,3,1,2,2,1,0,2,0,3,0,1
880,CMSC216,Nelson Padua-Perez,201501,0201,0,2,3,1,3,5,3,3,1,0,1,1,3,2,0
881,CMSC216,Nelson Padua-Perez,201501,0103,0,2,4,3,3,1,2,2,7,0,0,0,2,0,2
882,CMSC216,Nelson Padua-Perez,201501,0102,0,2,2,1,4,6,6,1,2,1,0,0,0,0,2
883,CMSC216,Nelson Padua-Perez,201501,0101,0,2,3,3,1,2,2,2,1,1,0,0,0,2,0
884,CMSC216,Nelson Padua-Perez,201408,0204,1,2,4,5,3,7,1,2,1,0,1,0,2,0,0
885,CMSC216,Nelson Padua-Perez,201408,0101,0,3,3,3,2,6,1,3,2,0,0,1,3,3,0
886,CMSC216,Nelson Padua-Perez,201408,0102,1,1,0,6,7,3,5,2,2,0,0,0,2,3,0
887,CMSC216,Nelson Padua-Perez,201408,0103,1,3,5,8,6,2,1,2,0,0,0,0,1,2,0
888,CMSC216,Nelson Padua-Perez,201408,0104,1,2,2,5,4,1,1,4,5,0,2,0,1,2,0
889,CMSC216,Nelson Padua-Perez,201408,0201,0,2,5,2,4,3,4,2,4,1,0,1,1,1,0
890,CMSC216,Nelson Padua-Perez,201408,0202,0,3,4,6,6,4,3,0,1,0,1,0,0,1,0
891,CMSC216,Nelson Padua-Perez,201408,0203,1,1,2,7,4,5,4,1,1,0,0,1,1,1,0
892,CMSC216,Nelson Padua-Perez,201408,0302,0,2,4,0,2,6,3,6,2,0,1,0,2,1,0
893,CMSC216,Nelson Padua-Perez,201408,0304,0,0,4,4,4,7,5,1,2,0,1,0,0,0,0
894,CMSC216,Nelson Padua-Perez,201401,0304,0,0,2,3,1,1,1,3,5,0,0,0,1,0,2
895,CMSC216,Nelson Padua-Perez,201401,0101,1,0,3,2,2,4,2,2,2,0,0,0,2,2,0
896,CMSC216,Nelson Padua-Perez,201401,0102,3,1,2,3,2,3,1,0,5,1,1,0,2,0,0
897,CMSC216,Nelson Padua-Perez,201401,0103,1,1,4,0,4,2,2,3,2,1,0,0,2,2,0
898,CMSC216,Nelson Padua-Perez,201401,0104,1,0,1,2,2,7,1,2,1,1,1,0,1,2,0
899,CMSC216,Nelson Padua-Perez,201401,0201,1,0,1,1,3,3,3,2,3,1,1,2,3,0,0
900,CMSC216,Nelson Padua-Perez,201401,0202,0,0,0,1,4,5,2,2,2,0,3,0,2,2,0
901,CMSC216,Nelson Padua-Perez,201401,0203,2,2,3,2,2,5,0,1,4,0,0,1,0,1,0
902,CMSC216,Nelson Padua-Perez,201401,0301,1,1,2,2,3,7,0,4,3,0,0,1,0,3,0
903,CMSC216,Nelson Padua-Perez,201401,0302,0,1,4,1,0,2,2,4,2,1,0,3,2,0,0
904,CMSC216,Nelson Padua-Perez,201401,0303,2,2,1,3,1,6,1,2,3,0,0,0,0,0,0
905,CMSC216,Nelson Padua-Perez,201308,0201,1,1,3,3,3,4,4,1,0,2,0,0,1,5,1
906,CMSC216,Nelson Padua-Perez,201308,0103,1,1,1,4,3,1,1,3,3,0,0,0,2,7,1
907,CMSC216,Nelson Padua-Perez,201308,0102,1,2,4,3,3,3,2,3,1,1,1,0,0,5,0
908,CMSC216,Nelson Padua-Perez,201308,0101,1,2,3,2,3,3,4,3,2,0,1,0,1,3,1
909,CMSC216,Nelson Padua-Perez,201208,0201,1,1,3,3,3,0,4,2,4,0,1,0,1,5,0
910,CMSC216,Nelson Padua-Perez,201208,0304,1,0,0,1,1,2,3,1,5,4,0,0,3,5,0
911,CMSC216,Nelson Padua-Perez,201208,0303,0,0,1,2,2,2,1,1,4,2,0,0,4,10,0
912,CMSC216,Nelson Padua-Perez,201208,0302,0,1,2,4,2,4,2,2,2,2,0,1,1,4,0
913,CMSC216,Nelson Padua-Perez,201208,0301,0,1,3,1,6,1,7,3,1,0,1,0,0,3,0
914,CMSC216,Nelson Padua-Perez,201208,0203,0,1,2,5,2,0,4,1,2,1,2,0,2,7,1
915,CMSC216,Nelson Padua-Perez,201208,0202,0,3,0,3,2,3,6,3,2,0,1,1,1,4,0
916,CMSC216,A.U. Shankar,202001,0108,1,0,3,0,1,0,0,0,0,0,0,0,1,0,6
917,CMSC216,A.U. Shankar,202001,0107,2,1,1,0,1,0,0,0,0,0,0,0,0,0,10
918,CMSC216,A.U. Shankar,202001,0106,1,2,2,1,1,0,0,0,0,0,0,0,2,4,24
919,CMSC216,A.U. Shankar,202001,0105,2,2,0,1,0,0,0,0,0,0,0,0,0,2,16
920,CMSC216,A.U. Shankar,202001,0104,1,1,2,1,0,0,0,0,1,0,0,0,2,4,17
921,CMSC216,A.U. Shankar,202001,0103,0,3,1,1,0,1,0,0,0,0,0,0,5,2,19
922,CMSC216,A.U. Shankar,202001,0102,1,0,1,0,2,0,0,0,0,0,0,0,2,0,11
923,CMSC216,A.U. Shankar,202001,0101,1,0,1,0,1,0,0,0,0,0,0,0,2,3,10
924,CMSC216,A.U. Shankar,201908,0301,2,2,0,2,2,1,1,5,5,0,3,0,5,10,0
925,CMSC216,A.U. Shankar,201908,0304,0,3,1,0,9,4,1,7,3,0,2,0,5,3,0
926,CMSC216,A.U. Shankar,201908,0303,0,2,1,0,3,1,0,3,3,0,3,0,3,4,0
927,CMSC216,A.U. Shankar,201908,0302,1,2,0,0,5,0,2,6,5,0,5,0,6,3,0
928,CMSC216,A.U. Shankar,201901,0104,1,0,6,3,1,3,2,5,3,0,1,0,5,0,2
929,CMSC216,A.U. Shankar,201901,0103,2,0,2,2,3,4,1,1,3,0,2,0,3,4,2
930,CMSC216,A.U. Shankar,201901,0102,2,0,4,5,4,3,4,7,4,0,2,0,2,2,2
931,CMSC216,A.U. Shankar,201901,0101,0,6,5,6,2,2,5,4,4,0,1,0,2,3,1
932,CMSC216,A.U. Shankar,201708,0204,0,0,2,2,4,1,2,3,5,0,4,0,2,3,0
933,CMSC216,A.U. Shankar,201708,0203,1,4,0,1,7,6,4,3,0,0,2,0,2,2,0
934,CMSC216,A.U. Shankar,201708,0202,1,5,3,4,6,4,5,2,2,0,1,0,2,3,0
935,CMSC216,A.U. Shankar,201708,0201,4,4,4,1,6,1,3,2,1,0,4,0,0,2,0
936,CMSC216,A.U. Shankar,201608,0201,0,7,0,1,6,1,0,9,0,0,4,0,1,1,0
937,CMSC216,A.U. Shankar,201608,0203,0,2,1,0,6,2,1,5,4,0,2,1,1,1,0
938,CMSC216,A.U. Shankar,201608,0202,0,4,1,2,6,0,0,3,2,0,3,0,3,3,0
939,CMSC216,Anwar Mamat,201701,0201,0,0,5,4,3,6,4,3,1,0,2,0,4,0,0
940,CMSC216,Anwar Mamat,201701,0202,1,1,2,3,2,6,0,3,4,0,1,0,6,2,0
941,CMSC216,Anwar Mamat,201701,0203,0,1,1,2,1,3,2,1,1,0,1,0,5,1,0
942,CMSC216,Anwar Mamat,201701,0204,0,0,2,1,1,3,1,3,1,0,0,0,2,1,0
943,CMSC216,Niwaer Ai,201508,0401,2,4,1,1,6,1,0,8,1,0,1,0,3,1,0
944,CMSC216,Niwaer Ai,201508,0402,0,1,0,0,4,2,0,6,2,0,5,0,4,2,0
945,CMSC216,Niwaer Ai,201508,0403,0,1,0,0,3,4,0,2,1,0,4,0,0,2,0
946,CMSC216,Pedram Sadeghian,201808,0401,1,2,4,3,6,4,3,4,2,0,3,0,0,4,0
947,CMSC216,Pedram Sadeghian,201808,0402,0,7,1,3,1,2,5,7,3,0,0,1,2,0,0
948,CMSC216,Pedram Sadeghian,201808,0404,4,10,2,2,1,3,0,7,2,0,2,1,1,2,0
949,CMSC216,Pedram Sadeghian,201801,0201,1,4,7,6,2,5,0,2,2,0,2,0,0,1,0
950,CMSC216,Pedram Sadeghian,201801,0202,1,3,4,4,1,4,4,5,3,0,0,0,1,1,1
951,CMSC216,Pedram Sadeghian,201801,0203,0,4,2,8,4,2,3,0,5,0,2,0,2,0,0
952,CMSC216,Pedram Sadeghian,201801,0204,1,4,2,2,3,5,5,3,3,0,0,0,4,1,0
953,CMSC216,Ilchul Yoon,202001,0201,5,4,0,1,0,0,0,0,0,0,0,0,0,0,25
954,CMSC216,Ilchul Yoon,202001,0202,3,3,2,2,1,0,0,0,0,0,0,0,1,3,21
955,CMSC216,Ilchul Yoon,202001,0203,3,2,3,1,1,2,0,0,0,0,0,0,0,3,22
956,CMSC216,Ilchul Yoon,202001,0204,6,1,1,1,2,0,0,0,0,0,0,0,1,3,21
957,CMSC216,Ilchul Yoon,202001,0205,3,4,1,3,1,0,0,0,0,0,0,0,2,2,20
958,CMSC216,Ilchul Yoon,202001,0206,2,4,2,2,2,0,0,0,0,0,0,0,3,2,19
959,CMSC216,Ilchul Yoon,202001,0207,4,5,1,1,2,0,0,0,0,0,0,0,1,3,18
960,CMSC216,Ilchul Yoon,202001,0208,3,1,3,1,1,1,0,0,0,0,0,0,3,0,22
961,CMSC216,Ilchul Yoon,202001,0301,3,3,1,1,2,0,0,0,0,0,0,0,1,1,19
962,CMSC216,Ilchul Yoon,202001,0302,2,3,1,0,2,0,0,0,0,0,0,0,0,4,18
963,CMSC216,Ilchul Yoon,202001,0303,2,1,0,1,0,0,0,0,1,0,0,0,1,1,22
964,CMSC216,Ilchul Yoon,202001,0304,0,2,1,1,0,0,0,0,0,0,0,0,2,2,21
965,CMSC216,Larry Herman,202101,0101,0,7,3,1,3,0,0,3,0,0,0,0,4,9,5
966,CMSC216,Larry Herman,202101,0102,1,6,2,2,9,0,0,3,0,0,0,0,1,3,8
967,CMSC216,Larry Herman,202101,0103,2,3,1,0,4,1,0,0,1,0,2,0,1,2,15
968,CMSC216,Larry Herman,202101,0104,3,7,2,5,5,0,0,0,0,0,0,0,0,3,10
969,CMSC216,Larry Herman,202101,0105,2,2,2,2,5,1,0,0,1,0,2,0,1,7,10
970,CMSC216,Larry Herman,202101,0106,3,6,2,1,3,0,0,3,1,0,2,0,1,7,7
971,CMSC216,Larry Herman,202101,0107,1,1,3,1,5,1,0,4,0,0,0,0,1,6,12
972,CMSC216,Larry Herman,202101,0108,0,3,1,0,7,0,1,0,1,0,1,0,0,3,18
973,CMSC216,Larry Herman,202101,0201,0,0,0,0,1,0,0,0,0,0,1,0,0,5,4
974,CMSC216,Larry Herman,202101,0202,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3
975,CMSC216,Larry Herman,202101,0203,0,0,1,1,3,1,0,1,0,0,1,0,2,3,6
976,CMSC216,Larry Herman,202101,0204,0,1,1,1,2,0,0,1,0,0,0,0,0,4,1
977,CMSC216,Larry Herman,202101,0205,1,5,1,0,2,0,1,2,0,0,1,0,1,5,7
978,CMSC216,Larry Herman,202101,0206,0,4,0,1,4,0,0,0,0,0,0,0,2,3,2
979,CMSC216,Larry Herman,202101,0207,1,7,4,0,7,0,0,0,1,0,0,0,1,6,8
980,CMSC216,Larry Herman,202101,0208,0,3,0,2,4,1,0,1,0,0,2,0,3,8,11
981,CMSC216,Larry Herman,202101,0301,0,2,1,0,5,1,1,3,1,0,1,0,0,8,8
982,CMSC216,Larry Herman,202101,0302,0,4,0,1,7,0,2,2,0,0,3,0,0,4,5
983,CMSC216,Larry Herman,202101,0303,0,5,1,1,2,1,1,1,2,0,0,0,2,5,8
984,CMSC216,Larry Herman,202101,0304,0,3,1,0,2,0,0,4,0,0,0,0,3,7,2
985,CMSC216,Larry Herman,202008,0101,1,6,2,2,9,1,4,7,3,0,1,0,0,2,0
986,CMSC216,Larry Herman,202008,0102,1,5,2,2,12,3,5,2,2,0,3,0,0,3,0
987,CMSC216,Larry Herman,202008,0103,1,6,2,1,9,6,2,4,0,0,2,0,1,5,0
988,CMSC216,Larry Herman,202008,0104,2,10,3,3,8,1,1,4,0,0,3,0,1,2,0
989,CMSC216,Larry Herman,202008,0105,3,8,1,1,12,1,0,7,3,0,0,0,0,3,0
990,CMSC216,Larry Herman,202008,0106,3,12,2,0,11,1,0,4,1,0,2,0,0,2,0
991,CMSC216,Larry Herman,202008,0107,0,4,1,2,11,1,1,7,0,0,3,0,2,6,0
992,CMSC216,Larry Herman,202008,0108,2,6,1,0,11,4,0,10,1,0,0,0,0,4,0
993,CMSC216,Larry Herman,202008,0201,2,5,3,1,8,1,4,7,1,0,4,0,1,1,0
994,CMSC216,Larry Herman,202008,0202,1,6,2,2,7,2,5,6,2,0,0,0,2,3,0
995,CMSC216,Larry Herman,202008,0203,1,4,1,2,9,3,1,5,3,0,1,0,2,5,0
996,CMSC216,Larry Herman,202008,0204,0,10,0,1,8,4,2,7,0,0,0,0,2,4,0
997,CMSC216,Larry Herman,202008,0205,2,7,2,1,7,4,3,6,1,0,4,0,0,2,0
998,CMSC216,Larry Herman,202008,0206,0,5,0,1,13,1,2,7,0,0,3,0,2,4,0
999,CMSC216,Larry Herman,202008,0207,4,6,3,0,10,1,4,6,1,0,0,0,3,1,0
1000,CMSC216,Larry Herman,202008,0208,0,6,1,0,8,3,1,10,2,0,3,0,1,3,0
1001,CMSC216,Larry Herman,201908,0101,5,6,3,1,8,3,0,1,3,0,2,0,2,2,0
1002,CMSC216,Larry Herman,201908,0102,5,9,0,2,5,3,4,5,3,0,0,0,0,1,0
1003,CMSC216,Larry Herman,201908,0103,1,2,3,1,9,2,1,4,6,0,4,0,3,0,0
1004,CMSC216,Larry Herman,201908,0104,2,7,3,0,7,4,1,5,3,0,2,0,0,2,0
1005,CMSC216,Larry Herman,201908,0105,2,11,2,3,4,0,2,2,3,0,0,0,1,8,0
1006,CMSC216,Larry Herman,201908,0106,2,6,1,0,7,1,1,7,3,0,2,0,2,6,0
1007,CMSC216,Larry Herman,201908,0107,0,12,2,2,8,0,1,3,3,0,1,0,0,4,0
1008,CMSC216,Larry Herman,201908,0108,2,10,2,0,5,3,0,8,2,0,1,0,1,3,0
1009,CMSC216,Larry Herman,201908,0201,3,4,0,2,9,7,3,2,2,0,2,0,0,2,0
1010,CMSC216,Larry Herman,201908,0202,2,4,1,1,11,5,1,7,3,0,0,0,1,0,0
1011,CMSC216,Larry Herman,201908,0203,0,6,1,2,10,4,0,4,3,0,2,0,1,3,0
1012,CMSC216,Larry Herman,201908,0204,2,7,0,1,8,0,3,7,3,0,2,0,2,1,0
1013,CMSC216,Larry Herman,201908,0205,1,6,0,3,9,5,1,7,1,0,1,0,1,1,0
1014,CMSC216,Larry Herman,201908,0206,0,10,2,2,7,1,5,3,2,0,1,0,2,2,0
1015,CMSC216,Larry Herman,201908,0207,2,6,1,4,8,3,2,4,3,0,0,0,1,3,0
1016,CMSC216,Larry Herman,201908,0208,1,4,3,3,7,2,1,7,3,0,1,0,4,1,0
1017,CMSC216,Larry Herman,201808,0101,0,4,1,1,7,2,2,5,3,0,1,3,1,2,0
1018,CMSC216,Larry Herman,201808,0102,2,5,0,1,5,1,1,11,1,0,4,0,1,1,0
1019,CMSC216,Larry Herman,201808,0103,1,8,3,0,5,2,2,3,4,0,2,0,1,1,0
1020,CMSC216,Larry Herman,201808,0104,0,9,0,1,6,0,1,6,3,0,1,1,1,4,0
1021,CMSC216,Larry Herman,201808,0105,0,6,2,1,5,3,1,5,1,0,5,0,1,4,0
1022,CMSC216,Larry Herman,201808,0106,0,10,1,1,1,2,3,7,1,0,4,0,1,1,0
1023,CMSC216,Larry Herman,201808,0107,1,6,2,0,5,1,2,3,1,0,5,1,3,2,0
1024,CMSC216,Larry Herman,201808,0108,1,4,2,2,5,0,3,10,3,0,1,0,1,0,0
1025,CMSC216,Larry Herman,201808,0301,1,2,0,1,4,5,5,6,3,0,1,1,3,0,0
1026,CMSC216,Larry Herman,201808,0302,1,4,2,2,8,1,0,8,3,0,1,0,1,2,0
1027,CMSC216,Larry Herman,201808,0303,2,7,1,1,5,1,4,4,3,0,1,0,2,2,0
1028,CMSC216,Larry Herman,201808,0304,2,6,0,1,3,1,3,9,2,0,6,0,0,0,1
1029,CMSC216,Larry Herman,201808,0305,1,4,2,5,5,1,0,6,4,0,2,1,1,0,0
1030,CMSC216,Larry Herman,201808,0306,1,4,0,2,7,1,0,8,4,0,1,3,1,1,0
1031,CMSC216,Larry Herman,201808,0307,1,2,4,1,5,2,1,5,3,0,5,0,2,2,0
1032,CMSC216,Larry Herman,201808,0308,1,1,0,1,4,1,1,2,2,0,0,0,1,0,0
1033,CMSC216,Larry Herman,201708,0101,3,4,3,1,8,3,2,4,2,0,6,0,1,1,0
1034,CMSC216,Larry Herman,201708,0102,2,7,2,3,10,1,1,5,1,0,4,0,1,0,0
1035,CMSC216,Larry Herman,201708,0103,4,4,5,0,5,1,2,3,2,0,3,0,3,2,0
1036,CMSC216,Larry Herman,201708,0104,0,6,2,1,4,3,4,8,4,0,2,0,2,2,0
1037,CMSC216,Larry Herman,201708,0301,0,2,3,1,12,1,1,4,3,0,2,0,1,3,0
1038,CMSC216,Larry Herman,201708,0302,2,4,3,0,7,0,1,7,3,0,1,0,1,4,0
1039,CMSC216,Larry Herman,201708,0303,1,3,2,0,6,3,0,6,3,0,4,0,3,1,0
1040,CMSC216,Larry Herman,201708,0304,0,6,3,1,4,2,1,10,3,0,2,0,2,0,0
1041,CMSC216,Larry Herman,201708,0305,1,5,1,1,6,1,3,5,4,0,3,0,2,2,0
1042,CMSC216,Larry Herman,201708,0306,2,1,2,0,5,3,0,6,1,0,9,0,2,0,1
